customer_id,name,email,dob,balance,status
C100248,Customer 248,user248@example.com,1984-10-02,9636.2,pending
C100249,Customer 249,user249@example.com,1984-10-09,8530.09,active
C100250,Customer 250,updated_user250@example.com,1984-10-16,2944.49,inactive
C100251,Customer 251,user251@example.com,1984-10-23,4234.25,active
C100252,Customer 252,user252@example.com,1984-10-30,8511.37,active
C100253,Customer 253,user253@example.com,1984-11-06,3169.22,active
C100254,Customer 254,user254@example.com,1984-11-13,1694.93,active
C100255,Customer 255,user255@example.com,1984-11-20,5568.01,active
C100256,Customer 256,user256@example.com,1984-11-27,9361.55,active
C100257,Customer 257,updated_user257@example.com,1984-12-04,6960.3,active
C100258,Customer 258,user258@example.com,1984-12-11,5700.61,active
C100259,Customer 259,user259@example.com,1984-12-18,971.76,active
C100260,Customer 260,user260@example.com,1984-12-25,6150.07,active
C100261,Customer 261,user261@example.com,1985-01-01,9900.54,inactive
C100262,Customer 262,user262@example.com,1985-01-08,1400.84,active
C100263,Customer 263,user263@example.com,1985-01-15,5183.3,active
C100264,Customer 264,user264@example.com,1985-01-22,8773.73,active
C100265,Customer 265,user265@example.com,1985-01-29,7407.69,active
C100266,Customer 266,user266@example.com,1985-02-05,6970.16,active
C100267,Customer 267,user267@example.com,1985-02-12,7024.84,active
C100268,Customer 268,user268@example.com,1985-02-19,3594.91,active
C100269,Customer 269,user269@example.com,1985-02-26,3227.26,active
C100270,Customer 270,user270@example.com,1985-03-05,8093.61,active
C100271,Customer 271,user271@example.com,1985-03-12,8101.13,inactive
C100272,Customer 272,user272@example.com,1985-03-19,8670.72,inactive
C100273,Customer 273,user273@example.com,1985-03-26,9132.41,active
C100274,Customer 274,user274@example.com,1985-04-02,5113.42,active
C100275,Customer 275,user275@example.com,1985-04-09,5015.16,active
C100276,Customer 276,user276@example.com,1985-04-16,8096.57,active
C100277,Customer 277,user277@example.com,1985-04-23,6499.64,pending
C100278,Customer 278,user278@example.com,1985-04-30,7019.67,active
C100279,Customer 279,user279@example.com,1985-05-07,7957.93,active
C100280,Customer 280,user280@example.com,1985-05-14,8900.05,active
C100281,Customer 281,user281@example.com,1985-05-21,3379.95,inactive
C100282,Customer 282,user282@example.com,1985-05-28,3755.83,active
C100283,Customer 283,user283@example.com,1985-06-04,939.82,active
C100284,Customer 284,user284@example.com,1985-06-11,5782.8,active
C100285,Customer 285,updated_user285@example.com,1985-06-18,359.42,active
C100286,Customer 286,user286@example.com,1985-06-25,4902.14,active
C100287,Customer 287,user287@example.com,1985-07-02,5426.45,active
C100288,Customer 288,user288@example.com,1985-07-09,2865.41,active
C100289,Customer 289,user289@example.com,1985-07-16,5908.33,active
C100290,Customer 290,user290@example.com,1985-07-23,305.0,active
C100291,Customer 291,user291@example.com,1985-07-30,373.48,active
C100292,Customer 292,user292@example.com,1985-08-06,8355.72,active
C100293,Customer 293,user293@example.com,1985-08-13,3601.91,active
C100294,Customer 294,user294@example.com,1985-08-20,1270.61,inactive
C100295,Customer 295,user295@example.com,1985-08-27,5222.43,active
C100296,Customer 296,user296@example.com,1985-09-03,7699.94,active
C100297,Customer 297,user297@example.com,1985-09-10,2158.21,active
C100298,Customer 298,user298@example.com,1985-09-17,6228.9,active
C100299,Customer 299,user299@example.com,1985-09-24,853.47,inactive
C100300,Customer 300,user300@example.com,1985-10-01,516.82,active
C100301,Customer 301,user301@example.com,1985-10-08,5313.55,pending
C100302,Customer 302,user302@example.com,1985-10-15,5406.35,active
C100303,Customer 303,user303@example.com,1985-10-22,6374.3,active
C100304,Customer 304,user304@example.com,1985-10-29,7260.91,inactive
C100305,Customer 305,user305@example.com,1985-11-05,9758.52,inactive
C100306,Customer 306,user306@example.com,1985-11-12,5163.0,inactive
C100307,Customer 307,user307@example.com,1985-11-19,3229.56,inactive
C100308,Customer 308,user308@example.com,1985-11-26,7951.86,active
C100309,Customer 309,user309@example.com,1985-12-03,2708.32,inactive
C100310,Customer 310,user310@example.com,1985-12-10,4389.71,active
C100311,Customer 311,user311@example.com,1985-12-17,784.56,inactive
C100312,Customer 312,user312@example.com,1985-12-24,253.51,active
C100313,Customer 313,user313@example.com,1985-12-31,9626.48,inactive
C100314,Customer 314,user314@example.com,1986-01-07,8359.8,active
C100315,Customer 315,user315@example.com,1986-01-14,6959.74,active
C100316,Customer 316,user316@example.com,1986-01-21,4089.53,active
C100317,Customer 317,user317@example.com,1986-01-28,1732.94,inactive
C100318,Customer 318,user318@example.com,1986-02-04,1564.37,active
C100319,Customer 319,user319@example.com,1986-02-11,2502.43,active
C100320,Customer 320,user320@example.com,1986-02-18,5492.27,active
C100321,Customer 321,user321@example.com,1986-02-25,7145.96,active
C100322,Customer 322,user322@example.com,1986-03-04,6601.97,inactive
C100323,Customer 323,user323@example.com,1986-03-11,2799.34,active
C100324,Customer 324,user324@example.com,1986-03-18,9548.65,pending
C100325,Customer 325,user325@example.com,1986-03-25,7378.97,active
C100326,Customer 326,user326@example.com,1986-04-01,5543.54,active
C100327,Customer 327,user327@example.com,1986-04-08,6117.21,inactive
C100328,Customer 328,user328@example.com,1986-04-15,4196.0,active
C100329,Customer 329,user329@example.com,1986-04-22,2477.31,active
C100330,Customer 330,user330@example.com,1986-04-29,3559.73,active
C100331,Customer 331,user331@example.com,1986-05-06,7578.46,inactive
C100332,Customer 332,user332@example.com,1986-05-13,143.93,active
C100333,Customer 333,user333@example.com,1986-05-20,1160.73,pending
C100334,Customer 334,user334@example.com,1986-05-27,460.03,pending
C100335,Customer 335,user335@example.com,1986-06-03,407.29,active
C100336,Customer 336,user336@example.com,1986-06-10,8554.61,active
C100337,Customer 337,user337@example.com,1986-06-17,7036.58,active
C100338,Customer 338,user338@example.com,1986-06-24,4741.74,active
C100339,Customer 339,user339@example.com,1986-07-01,978.34,active
C100340,Customer 340,user340@example.com,1986-07-08,4916.16,active
C100341,Customer 341,user341@example.com,1986-07-15,4734.72,active
C100342,Customer 342,user342@example.com,1986-07-22,1732.02,inactive
C100343,Customer 343,user343@example.com,1986-07-29,4338.52,inactive
C100344,Customer 344,user344@example.com,1986-08-05,3985.05,inactive
C100345,Customer 345,user345@example.com,1986-08-12,6158.5,active
C100346,Customer 346,user346@example.com,1986-08-19,6350.94,active
C100347,Customer 347,user347@example.com,1986-08-26,453.04,active
C100348,Customer 348,user348@example.com,1986-09-02,3746.13,pending
C100349,Customer 349,user349@example.com,1986-09-09,6258.6,active
C100350,Customer 350,user350@example.com,1986-09-16,5031.36,inactive
C100351,Customer 351,user351@example.com,1986-09-23,8564.9,active
C100352,Customer 352,user352@example.com,1986-09-30,6586.94,active
C100353,Customer 353,user353@example.com,1986-10-07,1629.34,inactive
C100354,Customer 354,user354@example.com,1986-10-14,705.69,active
C100355,Customer 355,user355@example.com,1986-10-21,6424.19,inactive
C100356,Customer 356,user356@example.com,1986-10-28,265.11,pending
C100357,Customer 357,user357@example.com,1986-11-04,5857.76,active
C100358,Customer 358,user358@example.com,1986-11-11,9402.3,active
C100359,Customer 359,user359@example.com,1986-11-18,5754.74,active
C100360,Customer 360,user360@example.com,1986-11-25,3881.7,pending
C100361,Customer 361,user361@example.com,1986-12-02,6432.88,active
C100362,Customer 362,user362@example.com,1986-12-09,4582.53,active
C100363,Customer 363,user363@example.com,1986-12-16,5456.17,active
C100364,Customer 364,user364@example.com,1986-12-23,9414.65,inactive
C100365,Customer 365,user365@example.com,1986-12-30,3861.03,active
C100366,Customer 366,user366@example.com,1987-01-06,9611.91,inactive
C100367,Customer 367,user367@example.com,1987-01-13,9053.51,pending
C100368,Customer 368,user368@example.com,1987-01-20,1957.91,active
C100369,Customer 369,user369@example.com,1987-01-27,693.61,active
C100370,Customer 370,user370@example.com,1987-02-03,1007.78,pending
C100371,Customer 371,user371@example.com,1987-02-10,182.22,active
C100372,Customer 372,user372@example.com,1987-02-17,944.43,inactive
C100373,Customer 373,user373@example.com,1987-02-24,6830.07,active
C100374,Customer 374,user374@example.com,1987-03-03,711.89,active
C100375,Customer 375,user375@example.com,1987-03-10,3189.76,inactive
C100376,Customer 376,user376@example.com,1987-03-17,8448.75,active
C100377,Customer 377,user377@example.com,1987-03-24,232.72,active
C100378,Customer 378,user378@example.com,1987-03-31,8144.68,active
C100379,Customer 379,user379@example.com,1987-04-07,2818.55,active
C100380,Customer 380,user380@example.com,1987-04-14,1181.65,active
C100381,Customer 381,user381@example.com,1987-04-21,6967.37,active
C100382,Customer 382,user382@example.com,1987-04-28,6289.43,pending
C100383,Customer 383,user383@example.com,1987-05-05,8774.72,active
C100384,Customer 384,user384@example.com,1987-05-12,7350.71,active
C100385,Customer 385,user385@example.com,1987-05-19,8034.81,active
C100386,Customer 386,user386@example.com,1987-05-26,2820.35,inactive
C100387,Customer 387,user387@example.com,1987-06-02,1774.4,active
C100388,Customer 388,user388@example.com,1987-06-09,7506.15,pending
C100389,Customer 389,user389@example.com,1987-06-16,8068.35,active
C100390,Customer 390,user390@example.com,1987-06-23,9905.05,active
C100391,Customer 391,user391@example.com,1987-06-30,4126.18,active
C100392,Customer 392,user392@example.com,1987-07-07,3720.18,active
C100393,Customer 393,user393@example.com,1987-07-14,7764.13,active
C100394,Customer 394,user394@example.com,1987-07-21,3408.04,active
C100395,Customer 395,user395@example.com,1987-07-28,9307.57,inactive
C100396,Customer 396,updated_user396@example.com,1987-08-04,8584.13,active
C100397,Customer 397,user397@example.com,1987-08-11,4289.94,active
C100398,Customer 398,user398@example.com,1987-08-18,7508.71,active
C100399,Customer 399,user399@example.com,1987-08-25,7545.43,inactive
C100400,Customer 400,user400@example.com,1987-09-01,1031.24,active
C100401,Customer 401,user401@example.com,1987-09-08,9025.53,active
C100402,Customer 402,user402@example.com,1987-09-15,5052.52,active
C100403,Customer 403,user403@example.com,1987-09-22,8264.57,inactive
C100404,Customer 404,user404@example.com,1987-09-29,3200.5,active
C100405,Customer 405,user405@example.com,1987-10-06,8955.23,active
C100406,Customer 406,user406@example.com,1987-10-13,3892.02,inactive
C100407,Customer 407,user407@example.com,1987-10-20,108.38,inactive
C100408,Customer 408,user408@example.com,1987-10-27,9053.82,active
C100409,Customer 409,user409@example.com,1987-11-03,912.87,inactive
C100410,Customer 410,user410@example.com,1987-11-10,3193.14,active
C100411,Customer 411,user411@example.com,1987-11-17,9500.62,active
C100412,Customer 412,user412@example.com,1987-11-24,9506.07,active
C100413,Customer 413,user413@example.com,1987-12-01,5734.38,active
C100414,Customer 414,user414@example.com,1987-12-08,6318.37,active
C100415,Customer 415 Jr.,user415@example.com,1987-12-15,4484.46,pending
C100416,Customer 416,user416@example.com,1987-12-22,2932.11,active
C100417,Customer 417,updated_user417@example.com,1987-12-29,3286.65,active
C100418,Customer 418,user418@example.com,1988-01-05,6725.18,active
C100419,Customer 419,user419@example.com,1988-01-12,7523.75,pending
C100420,Customer 420,user420@example.com,1988-01-19,7915.79,active
C100421,Customer 421,user421@example.com,1988-01-26,7896.18,active
C100422,Customer 422,user422@example.com,1988-02-02,912.06,active
C100423,Customer 423,user423@example.com,1988-02-09,4944.2,active
C100424,Customer 424,user424@example.com,1988-02-16,575.59,pending
C100425,Customer 425,user425@example.com,1988-02-23,5495.29,pending
C100426,Customer 426,user426@example.com,1988-03-01,4415.31,active
C100427,Customer 427,user427@example.com,1988-03-08,8877.04,pending
C100428,Customer 428,user428@example.com,1988-03-15,3509.15,active
C100429,Customer 429,user429@example.com,1988-03-22,1170.67,inactive
C100430,Customer 430,user430@example.com,1988-03-29,1429.92,active
C100431,Customer 431 Jr.,user431@example.com,1988-04-05,7615.11,active
C100432,Customer 432,user432@example.com,1988-04-12,6182.18,active
C100433,Customer 433,user433@example.com,1988-04-19,1011.23,active
C100434,Customer 434,user434@example.com,1988-04-26,841.07,active
C100435,Customer 435,user435@example.com,1988-05-03,7009.69,active
C100436,Customer 436,user436@example.com,1988-05-10,727.63,active
C100437,Customer 437,user437@example.com,1988-05-17,8218.6,inactive
C100438,Customer 438,user438@example.com,1988-05-24,7062.42,active
C100439,Customer 439,user439@example.com,1988-05-31,813.49,active
C100440,Customer 440,user440@example.com,1988-06-07,848.38,pending
C100441,Customer 441,user441@example.com,1988-06-14,9866.4,active
C100442,Customer 442,user442@example.com,1988-06-21,3742.71,active
C100443,Customer 443,user443@example.com,1988-06-28,3706.42,active
